ID,"input word",pronounce,part-of-speech,translation,synonyms,alt-synonyms
21007,trippingly,,adverb,könnyedén,"with ease|at ease|jauntily|facilely|off-handedly",
21008,trite,trīt,adjective,elcsépelt,corny|hackneyed|trivial|banal|well-trodden|banal|corny|stereotyped|stereotypical|platitudinarian|flat|plain|even|tabulate|featureless,banális|sablonos|közhelyszerű|lapos
21009,triumph,ˈtrīəmf,noun,diadal,victory,diadalmenet
21010,"triumph over",,,diadalmaskodik,,
21011,triumphant,trīˈəmfənt,adjective,diadalmas,triumphal|all-triumphant|victorious,győzedelmes
21012,triumvirate,"-ˌrāt,trīˈəmvərit",noun,triumvirátus,,
21013,trivial,ˈtrivēəl,adjective,jelentéktelen,insignificant|minor|unimportant|negligible|petty|trite|corny|hackneyed|banal|well-trodden,elcsépelt
21014,triviality,ˌtrivēˈalitē,noun,jelentéktelenség,irrelevance|insignificance|futility|insignificancy|littleness|trifle|jot|pettiness|paucity|bagatelle,csekélység
21015,troglodyte,ˈträgləˌdīt,noun,barlanglakó,cave-dweller,"barlangi állat"
21016,troll,trōl,noun,manó,elf|goblin|leprechaun|imp|brownie|canon,kánon
21017,trollop,ˈträləp,noun,lotyó,prostitute|whore|strumpet|streetwalker|pinnace|bitch|whore|hooker|slut|prostitute,prostituált|kurva
21018,tromp,"trämp,trômp",,tromp,,
21019,troop,tro͞op,noun,csapat,team|group|group|team|gang|company|band|gang,csoport|banda
21020,trooper,ˈtro͞opər,noun,"lovas katona","cavalry|horse soldier|troop ship","csapatszállító hajó"
21021,trope,trōp,noun,trópus,metaphor,szókép
21022,trophy,ˈtrōfē,noun,trófea,booty,hadizsákmány
21023,tropical,ˈträpəkəl,adjective,tropikus,tropic|tropic|passionate|impassioned|hot|passional|hectic,"forró égövi|szenvedélyes"
21024,tropological,,,tropological,,
21025,trot,trät,noun,ügetés,lope|canter|jogging,"gyors járás"
21026,"trot out",,verb,előhoz,,megfuttat
21027,troth,"trôTH,trōTH",noun,hit,faith|belief|religion|creed|affiance|loyalty|fidelity|allegiance|adherence,hűség
21028,trouble,ˈtrəbəl,noun,baj,harm|mischief|misfortune|malady|woe|problem|worry|headache|pains|sorrow|grief|chagrin|rue,gond|fáradozás|bánat
21029,troubled,ˈtrəbəld,adjective,zavaros,turbid|confused|chaotic|muddy|ambiguous,felkavart
21030,troublesome,ˈtrəbəlsəm,adjective,nyugtalanító,worrisome|disquieting|disobedient|insubordinate|unsubmissive,aggasztó|engedetlen
21031,troubling,ˈtrəb(ə)liNG,verb,nyugtalanító,trouble|worry|trouble,"aggaszt|bajt okoz"
21032,troublous,ˈtrəbləs,adjective,zavaros,turbid|confused|troubled|chaotic|muddy,
21033,trough,trôf,noun,keresztül,riffle|manger|carapace|gutter|spine|ridge|crest|web|saddle,"vályú|teknő|esővízcsatorna|depressziós zóna|gerinc"
21034,trounce,trouns,verb,elver,"thrash|curry|beat up|drub|wallop|lam|belabor|larrup|cudgel",elnáspángol
21035,trouncing,,verb,trouncing,"trounce|thrash|curry|beat up|drub|wallop|lam|belabor|larrup|trounce|cudgel",elver|elnáspángol
21036,troupe,tro͞op,noun,színtársulat,company,trupp
21037,trouper,ˈtro͞opər,noun,vándorszínész,barnstormer,
21038,trousers,ˈtrouzərz,noun,nadrág,pants|slacks|inexpressibles,
21039,truce,tro͞os,noun,fegyverszünet,armistice|cease-fire|armistice,tűzszünet
21040,truck,trək,noun,kamion,lorry|autotruck|barter,teherautó|csereüzlet
21041,truckle,ˈtrəkəl,verb,"semmi köze hozzá",cringe|kowtow|kotow,megalázkodik
21042,truckload,ˈtrəkˌlōd,,teherautónyi,,
21043,truculence,,noun,garázdaság,savagery|ferocity|fierceness|barbarity|rowdyism,vadság
21044,truculent,ˈtrəkyələnt,adjective,garázda,ruffianly|wild|fierce|savage|feral|rampant,vad
21045,trudge,trəj,verb,vánszorog,plod|crawl|plod|clump,cammog
21046,"true believer",,,"igaz hívő",,
21047,true-blue,,adjective,tántoríthatatlan,unswerving,
21048,truelove,,noun,"igaz szerelem",true-love|true-love,"igaz szerelme vkinek|igaz szerető"
21049,trueness,,,helyesség,,
21050,truism,ˈtro͞oˌizəm,noun,közhely,commonplace|cliche|banality|platitude|triteness,"közhelyszerű igazság"
21051,truly,ˈtro͞olē,adverb,valóban,"really|indeed|verily|in earnest|in point of fact|really|sure|in sooth|sincerely|honestly|heartily|outright|baldly",igazán|őszintén
21052,"trump up",,,"nyerj fel",,
21053,trumpery,ˈtrəmpərē,noun,bóvli,,"ócska holmi"
21054,trumpet,ˈtrəmpit,noun,trombita,speaking-trumpet,hallócső
21055,truncate,ˈtrəNGˌkāt,verb,levág,"mutilate|castrate|cut off|cut down|slaughter|exscind|amputate",megcsonkít
21056,truncheon,ˈtrənCHən,noun,gumibot,baton|nightstick|blackjack|mallet|cosh,bunkó
21057,trunk,trəNGk,noun,törzs,"tribe|body|stock|stem|hull|luggage rack|boot|suitcase|case|portmanteau|swimming trunks",csomagtartó|bőrönd|úszónadrág
21058,truss,trəs,noun,köteg,packet|band|fascicle|sheaf|fagot,nyaláb
21059,trust,trəst,noun,bizalom,confidence|faith|reliance|credit|credence|responsibility|liability|onus|amenability,tröszt|felelősség
21060,trustability,,,TruStability,,
21061,trustable,,,trustable,,
21062,trustful,ˈtrəstfəl,adjective,megbízható,reliable|sound|trustworthy|dependable|trusty|honest|fair|trusty|trustworthy|straight,becsületes
21063,trusting,ˈtrəstiNG,noun,bizakodó,believer|votary,bízó|hívő|reménykedő
21064,trustless,,adjective,hűtlen,disloyal|treacherous|unfaithful|faithless|adulterous,
21065,trustworthiness,,noun,szavahihetőség,reliability,
21066,trustworthy,ˈtrəstˌwərT͟Hē,adjective,megbízható,reliable|sound|dependable|trusty|trustful|authentic|documentary|unexceptional|crediting|credible|honest|fair|trusty|straight|trustful|righteous|reputable|fair-dealing|dependable|sure|certain|secure|positive|infallible|faithful|staunch|plausible,"hiteles|hitelt érdemlő|becsületes|tisztességes|bizalomra méltó|biztos|hűséges|elhihető"
21067,trusty,ˈtrəstē,adjective,megbízható,reliable|sound|trustworthy|dependable|trustful|honest|fair|trustworthy|straight|trustful,becsületes
21068,truth,tro͞oTH,noun,igazság,sooth|verity|reality|fact|verity|entity|sooth,valóság
21069,truthful,ˈtro͞oTHfəl,adjective,igazmondó,veracious|reliable|creditable,szavahihető
21070,truthfully,,,őszintén,,
21071,truthfulness,ˈtro͞oTHfəlnis,noun,igazmondás,veracity,
21072,try,trī,verb,"próbáld ki","attempt|try on|essay|give it a try|test|rehearse|test|try out|sample|prove|experimentalize|try on|fit on",megpróbál|próbál|kipróbál|felpróbál
21073,"try out",,verb,kipróbál,"try|test|sample|prove|experimentalize|clear up|ascertain|copy",tisztáz
21074,trying,ˈtrī-iNG,adjective,próbál,tiresome|wearing|tiring|exhausting|grueling|difficult|heavy|hard|cumbersome|grueling,fárasztó|nehéz
21075,tryst,trist,noun,randevú,rendezvous|date|rendezvous|date,találka
21076,tsar,"(t)sär,zär",noun,cár,czar|tzar|czarevitch,
21077,tsarism,,noun,cárizmus,,
21078,tsarist,,,cári,,
21079,tsk-tsk,,,"TSK tk",,
21080,tubby,ˈtəbē,adjective,pocakos,paunchy|pot-bellied|dumpy|stocky|podgy|squab|squabby,köpcös
21081,tube,t(y)o͞ob,noun,cső,pipe|duct|barrel|bore|metro|subway|underground,tubus|metró
21082,tub-thump,,,kád-puffanás,,
21083,tub-thumper,,noun,demagóg,demagogue|demagog,"utcai szónok"
21084,"tuck  in",,verb,belekerül,"tuck in|encash|turn in|levy|put in|insert|tuck in|stow|tuck in",behajt|betesz|elrak
21085,"tuck away",,,"húzza el",,
21086,"tucker out",,,kiüt,,
21087,"tuckered out",,,kinyújtották,,
21088,tug,təg,noun,rántás,jerk|hitch|yank|hoick|pull|draw|traction|haulage|haul,húzás
21089,tug-of-war,,noun,kötélhúzás,"tug of war",
21090,tuition,t(y)o͞oˈiSHən,noun,oktatás,education|instruction|teaching|school|instruction|lesson,tanítás
21091,tumble,ˈtəmbəl,noun,esés,fall|drop|falling|downfall|spill,
21092,"tumble to",,,dobogjon,,
21093,tumbled,,verb,zuhant,"tumble|make a mess of|upset|tumble|dishevel|jumble|embrangle|tumble","felfordít|összekuszál|elesik bukás"
21094,tumbledown,ˈtəmbəlˌdoun,adjective,rozoga,rickety|ramshackle|wonky|rattletrap|dickey|tumble-down|ramshackle|tottery|tumble-down,düledező
21095,tumescent,t(y)o͞oˈmesənt,,duzzadt,,
21096,tumid,ˈt(y)o͞omid,adjective,daganat,,
21097,tummy,ˈtəmē,noun,has,abdomen|belly|pod|paunch|venter|gastric|stomach|maw|ventricle,gyomor
21098,tumor,ˈt(y)o͞omər,noun,tumor,tumour|lump|bump|tumefaction|tumour,daganat
21099,tumult,ˈt(y)o͞oˌməlt,noun,felfordulás,mess|turmoil|upheaval|confusion|clutter|confusion|mess|chaos|clutter|turbulence,zűrzavar
21100,tumultuous,"t(y)o͞oˈməlCHo͞oəs,tə-",adjective,lármás,noisy|blustery|loud|rowdy|clamorous|messy|untidy|disorderly|deranged|slipshod,rendetlen
21101,tun,,,csinál,,
21102,tundra,ˈtəndrə,noun,tundra,,
21103,tune,t(y)o͞on,noun,dallam,melody,"zenei motívum"
21104,tuneful,ˈt(y)o͞onfəl,adjective,dallamos,melodic|melodious|tunable|euphonious|tuny|melodic,melodikus
21105,tunesmith,ˈt(y)o͞onˌsmiTH,,tunesmith,,
21106,turbid,ˈtərbid,adjective,zavaros,confused|troubled|chaotic|muddy|ambiguous|muddy|slimy|oozy,iszapos
21107,turbulent,ˈtərbyələnt,adjective,turbulens,unbridled|unrestrained|boisterous|impetuous|licentious|noisy|blustery|loud|rowdy|clamorous|clamorous,féktelen|lármás|zajongó
21108,turgid,ˈtərjid,adjective,duzzadt,swollen|swollen|fat|puffy|chuffed,dagadt
21109,turista,,,turista,,
21110,turkey,ˈtərkē,noun,Törökország,,pulyka
21111,turmoil,ˈtərˌmoil,noun,felfordulás,mess|upheaval|confusion|tumult|clutter|ruction,kavarodás
21112,turn,tərn,noun,fordulat,turning|revolution|rev|change|phrase|circulation|orbiting|circumgyration,forduló|keringés
21113,"turn away",,verb,elfordulni,turn|swivel|yaw|avert|refuse|reject|decline|rebuff|defy,elfordul|elfordít|visszautasít
21114,"turn back",,verb,"fordulj vissza","turn round|shunt|round up|seek|roll up|mop up|turn up",visszafordul|visszafordít|felhajt
21115,"turn down",,verb,lehalkít,slouch|recline|lower,lehajt|letűz
21116,"turn in",,verb,beindítani,"tuck in|encash|levy|pass|hand over|hand|impart|pass over|plug in",behajt|átad|bedug
21117,"turn off",,verb,kikapcsolni,"mew|occlude|close|shut off|debar|switch off|extinguish|blow out|stifle",elzár|lekapcsol|elolt|lefordul
21118,"turn on",,verb,bekapcsol,"switch on|gear|plug in|clasp","verekedni kezd"
21119,"turn out",,verb,kiderül,"drive out|oust|evict|appear|be published|turn up",kikerget|megjelenik
21120,"turn over",,verb,"fordulj meg",rotate|wield|swivel|twirl|revolve,átfordít|forgat|forgalmaz
21121,"turn to",,verb,fordulnak,"have a go at|appeal to|have recourse to","nekifog|fordul valakihez"
21122,"turn up",,verb,felbukkan,"outcrop|emerge|appear|be published|turn out|round up|seek|roll up|mop up|tuck up|appear|show up",megjelenik|felhajt|feltűnik
21123,turnabout,ˈtərnəˌbout,noun,körhinta,carousel|carrousel|merry-go-round|roundabout|carousel|carrousel|carousal|merry-go-round,megfordulás|ringlispíl
21124,turnaround,ˈtərnəˌround,verb,"fordulj meg","turn around|turn|turn around",megfordul|hátrafordul
21125,turncoat,ˈtərnˌkōt,noun,köpönyegforgató,"turn coat|time server|turn coat",kétkulacsos
21126,turndown,ˈtərnˌdoun,noun,lehalkít,turnback|turn-down,visszahajtás
21127,turned-on,,verb,bekapcsolva,"turn on|switch on|gear|plug in|clasp|turn on","bekapcsol|verekedni kezd"
21128,turner,ˈtərnər,noun,esztergályos,,lapozó
21129,"turning point",,noun,fordulópont,"landmark|burning point|breakpoint",töréspont
21130,turn-on,,verb,bekapcsolási,"turn on|switch on|gear|plug in|clasp|turn on","bekapcsol|verekedni kezd"
21131,turnpike,ˈtərnˌpīk,noun,útelzáró,toll-gate,vámsorompó
21132,turpitude,ˈtərpiˌt(y)o͞od,noun,aljasság,nastiness|infamy|blackguardism|shame|outrage|ignominy|slur|odium,gyalázat
21133,tussle,ˈtəsəl,noun,verekedés,melee|fray|mix-in|struggle|combat|bout|strife|scramble,küzdelem
21134,tutelage,ˈt(y)o͞otl-ij,noun,gyámság,guardianship|ward|wardship,gyámkodás
21135,tutor,ˈt(y)o͞otər,noun,Oktató,instructor|didactic,oktató|házitanító
21136,tutoring,,verb,tutori,educate|teach|train|instruct|edify|tutor|tutor,"oktat|magánórákat ad"
21137,tv,,abbreviation,tévé,TV|TV,tv
21138,twaddle,ˈtwädl,noun,fecsegés,palaver|cackle|tattle|gab|chat|gabble|garrulity|tittle-tattle|fiddle-faddle,locsogás
21139,twain,twān,noun,kettő,dyad|pair,pár
21140,tweet,twēt,verb,csipog,chirp|pip|cheep|peep,
21141,twerp,twərp,noun,"jellemtelen patkány",,"undok fráter"
21142,twice,twīs,adverb,kétszer,"two times|bis|double|twofold|doubly",kétszeresen
21143,twig,twig,noun,gally,spray|sprig|bough|rod|comma|wand,vessző
21144,twilight,ˈtwīˌlīt,noun,szürkület,dusk|gray|nightfall|gloaming|grey,
21145,twin,twin,adjective,iker-,dual|double|twofold|binary|duplex,kettős
21146,twine,twīn,noun,zsinór,cord|string|braid|lace|gimp|string,madzag
21147,twinge,twinj,verb,szúr,pierce|prick|stick|prickle|nettle,
21148,twinkle,ˈtwiNGkəl,noun,csillogás,gleam|glimmer|twinkling|resplendence|glisten|blink|winking|flutter|eyebeam|eyewink,pislogás|szemvillanás
21149,twinkling,,noun,csillogás,twinkle|gleam|glimmer|resplendence|glisten,
21150,twirl,twərl,verb,forgat,rotate|wield|swivel|revolve|spin,
21151,twist,twist,verb,csavar,tweak,kifordít|fon
21152,twisted,ˈtwistid,adjective,csavart,spun|falcated,sodrott|meggörbült|elcsavart
21153,twisting,,noun,csavarás,warping|torsion|twist,
21154,twitch,twiCH,noun,ránt,thrust|puncture|prick|pricking|smart,szúrás|megrántás
21155,twitching,,verb,izomrángás,"yank|twitch|hitch|pull at|twitch",ránt|összerándul
21156,twitchy,ˈtwiCHē,,izgága,,
21157,twitter,ˈtwitər,noun,twitter,chatter|chirm,csicsergés
21158,"two cents",,,"két cent",,
21159,two-faced,,adjective,kétszínű,insincere|ambidextrous|dichromatic|pussyfoot|double-faced|false|sham|untrue|bogus|phony,hamis
21160,twofold,ˈto͞oˌfōld,adjective,kettős,dual|double|binary|twin|duplex|duplex|two-part|two-ply,kétszeres
21161,twosome,ˈto͞osəm,adjective,kétszemélyes,dual|double|twofold|binary|twin,kettős
21162,two-time,,verb,kétszer,mislead|deceive|slam|hocus|cheat,becsap
21163,two-timing,,verb,két-időzítés,mislead|deceive|slam|hocus|cheat|delude,becsap
21164,two-wheeler,,,kétkerekűek,,
21165,tycoon,tīˈko͞on,noun,iparmágnás,,sogun
21166,tyke,tīk,noun,kuvasz,pooch|kvass|tike|mongrel|degenerate,korcs
21167,type,tīp,verb,típus,,gépel|tipizál
21168,typical,ˈtipikəl,adjective,tipikus,characteristic|characteristic|representative|symptomatic|distinctive,jellegzetes
21169,typically,,,jellemzően,,
21170,tyrannic,,,zsarnoksága,,
21171,tyrannical,təˈranikəl,adjective,zsarnoki,despotic|autocratic|tyrannous|Procrustean|autocratical|cruel|brutal|ferocious|merciless|savage,kegyetlen
21172,tyrannized,,verb,tyrannized,tyrannize,zsarnokoskodik
21173,tyrannizer,,,tyrannizer,,
21174,tyrannous,,adjective,zsarnoki,tyrannical|despotic|autocratic|Procrustean|autocratical,
21175,tyranny,ˈtirənē,noun,zsarnokság,despotism|victimization|absolutism|autocracy|despotism,önkényuralom
21176,tyrant,ˈtīrənt,noun,zsarnok,despot|oppressor|autocrat|satrap|terrorist,kényúr
21177,tyro,ˈtīrō,noun,újonc,rookie|newcomer|freshman|trainee|recruit,
21178,tzar,,noun,cár,tsar|czar|czarevitch,
21179,tzarism,tzárism,,tzarism,,
21180,tzarist,,,tzarist,,
21181,ubiquitous,yo͞oˈbikwətəs,adjective,"mindenütt jelenlevő",,
21182,ugly,ˈəglē,adjective,csúnya,nasty|hideous,rút
21183,ukase,Ukase,,lebegett,,
21184,ultimate,ˈəltəmit,adjective,végső,final|last|terminal|eventual|conclusive,
21185,ultimately,ˈəltəmitlē,adverb,végül,"finally|at last|lastly|in the end|finally",végtére|utoljára
21186,ultimatum,"-ˈmät-,ˌəltəˈmātəm",noun,ultimátum,,"végső felszólítás"
21187,ultra,ˈəltrə,adjective,ultra,extremist|way-out|far-out|final|ultimate|last|terminal|eventual,szélsőséges|végső
21188,ultraconservatism,,,ultraconservatism,,
21189,ultraconservative,ˌəltrəkənˈsərvətiv,,"Ultra konzervatív",,
21190,ultraexpensive,,,ultraexpensive,,
21191,ultrahot,,,ultrahot,,
21192,ultramodern,ˌəltrəˈmädərn,adjective,ultramodern,,
21193,ultramodernist,,,ultramodernist,,
21194,ultrapractical,,,ultrapractical,,
21195,ultraprecision,,,ultraprecíziós,,
21196,ultrasmart,,,UltraSmart,,
21197,ultrathin,,,"Ultra vékony",,
21198,ululate,,,üvöltés,,
21199,umbra,ˈəmbrə,noun,árnyék,shadow|shade|umbrage,
21200,umbrage,ˈəmbrij,noun,árnyék,shadow|shade|umbra,
21201,umbrageous,,adjective,árnyas,shady|bowery,
21202,umpire,ˈəmˌpī(ə)r,noun,játékvezető,"referee|quizmaster|question master|arbitrator|referee|conciliator|referendary|arbiter",döntőbíró
21203,unabashed,ˌənəˈbaSHt,adjective,pofátlan,unashamed,"elfogultság nélkül"
21204,unable,ˌənˈābəl,adjective,képtelen,impossible|absurd|ridiculous|nonsensical,
21205,unacceptable,ˌənəkˈseptəbəl,adjective,elfogadhatatlan,inadmissible|ineligible,
21206,unacceptably,,,elfogadhatatlanul,,
21207,unacclimated,,,unacclimated,,
21208,unaccompanied,ˌənəˈkəmp(ə)nēd,adjective,"kíséret nélküli",unattended,
21209,unaccountable,ˌənəˈkountəbəl,adjective,megmagyarázhatatlan,inexplicable,indokolhatatlan
21210,unaccustomed,ˌənəˈkəstəmd,adjective,szokatlan,"unusual|offbeat|out of the ordinary|new|unwonted",
21211,unacquainted,,adjective,ismeretlen,unknown|unfamiliar|anonymous|nameless|unbeknown|inexperienced|unexperienced|callow|unpractised|unimproved,tapasztalatlan
21212,unadapted,ˌənəˈdaptəd,,"szokta meg",,
21213,unadjusted,ˌənəˈjəstid,,korrigálatlan,,
21214,unadorned,ˌənəˈdôrnd,,dísztelen,,
21215,unadulterated,ˌənəˈdəltəˌrātid,adjective,hamisítatlan,sheer|unsophisticated|natural|unstudied|inartificial|unartful|matter-of-course,természetes
21216,unaesthetic,ˌənesˈTHetik,,esztétikus,,
21217,unaffected,ˌənəˈfektid,adjective,érzéketlen,insensitive|senseless|unfeeling|unmoved|thick-skinned|unpleasant|bad|disagreeable|obnoxious|untoward,kellemetlen
21218,unaffectedly,,,unaffectedly,,
21219,unaided,ˌənˈādid,adjective,"segítség nélküli",unassisted,
21220,unalike,ˌənəˈlīk,,"más fajtájú",,
21221,unalloyed,ˌənəˈloid,adjective,ötvözetlen,,vegyítetlen
21222,unalterable,ˌənˈôlt(ə)rəbəl,adjective,megváltoztathatatlan,inalterable,
21223,unambiguous,ˌənamˈbigyo͞oəs,adjective,félreérthetetlen,unmistakable|broad,
21224,unambivalent,,,unambivalent,,
21225,unanimity,ˌyo͞onəˈnimətē,noun,egyhangúság,monotony|monotone|humdrum,
21226,unanimous,yo͞oˈnanəməs,adjective,egyhangú,monotonous|monotone|muzzy|humdrum|jog-trot|undivided|whole,osztatlan
21227,unanswerable,ˌənˈans(ə)rəbəl,adjective,megválaszolhatatlan,,"választ nem igénylő"
21228,unanticipated,ˌənanˈtisəˌpātid,adjective,váratlan,sudden|unexpected|unforeseen|uncontemplated|unlooked-for,"előre nem látott|előre nem várt"
21229,unanticipatedly,,,"előre nem várt",,
21230,unappealing,ˌənəˈpēliNG,,"nem tetszik",,
21231,unappeasable,ˌənəˈpēzəbəl,adjective,csillapíthatatlan,quenchless|sateless,
21232,unappetizing,ˌənˈapəˌtīziNG,adjective,"nem étvágygerjesztő",,
21233,unappreciated,ˌənəˈprēSHēˌātid,adjective,"meg nem értett",,
21234,unappreciative,ˌənəˈprēSH(ē)ətiv,,unappreciative,,
21235,unapproachable,ˌənəˈprōCHəbəl,adjective,megközelíthetetlen,inaccessible|inapproachable|unget-at-able|uncome-at-able,
21236,unapt,unapat,,Unpt,,
21237,unarguable,ˌənˈärgyo͞oəbəl,,vitathatatlan,,
21238,unarguably,,,vitathatatlanul,,
21239,unashamed,ˌənəˈSHāmd,adjective,pofátlan,unabashed,
21240,unasked,ˌənˈas(k)t,adjective,kéretlen,unsolicited|unbidden|unsought,
21241,unassailable,ˌənəˈsāləbəl,adjective,megvitathatatlan,,
21242,unassisted,ˌənəˈsistid,adjective,"segítség nélküli",unaided,
21243,unassuming,ˌənəˈso͞omiNG,adjective,igénytelen,undemanding|modest|unpretending,
21244,unattached,ˌənəˈtaCHt,adjective,független,independent|irrespective|sovereign|maverick|uncontrolled,
21245,unattainable,ˌənəˈtānəbəl,adjective,elérhetetlen,reachless,
21246,unattractive,ˌənəˈtraktiv,adjective,"nem vonzó",,
21247,unauthentic,ˌənôˈTHentik,,sajátlagos,,
21248,unavailable,ˌənəˈvāləbəl,adjective,"nem érhető el",,"rendelkezésre nem álló"
21249,unavailing,ˌənəˈvāliNG,adjective,haszontalan,ineffectual|good-for-nothing|fiddling|ne'er-do-weel|ne'er-do-well,
21250,unavoidable,ˌənəˈvoidəbəl,adjective,elkerülhetetlen,inevitable|inescapable|fated,
21251,unavoidably,,,elkerülhetetlenül,,
21252,unaware,ˌənəˈwe(ə)r,,tudatában,,
21253,unawareness,,,unawareness,,
21254,unawares,ˌənəˈwe(ə)rz,adverb,akaratlanul,unwittingly|unintentionally,önkéntelenül
21255,unbalance,ˌənˈbaləns,noun,kiegyensúlyozatlanság,imbalance,
21256,unbalanced,ˌənˈbalənst,adjective,kiegyensúlyozatlan,,
21257,unbaptized,,,alámerítetlen,,
21258,unbearable,ˌənˈbe(ə)rəbəl,adjective,kibírhatatlan,insufferable|unendurable|insupportable|intolerable|insufferable|insupportable|unallowable,tűrhetetlen
21259,unbeatable,ˌənˈbētəbəl,adjective,verhetetlen,invincible,győzhetetlen
21260,unbeautiful,,,unbeautiful,,
21261,unbecoming,ˌənbiˈkəmiNG,adjective,illetlen,indecent|unseemly|indecorous|unbeseeming|fie-fie|incorrect|wrong|improper|bad|inaccurate,helytelen
21262,unbecomingness,,,unbecomingness,,
21263,unbeknown,ˌənbiˈnōn,adjective,ismeretlen,unknown|unfamiliar|anonymous|nameless|unacquainted,
21264,unbeknownst,,adverb,"nem tudva valamiről",,
21265,unbelief,ˌənbəˈlēf,noun,hitetlenség,disbelief|infidelity|incredulity,
21266,unbelievable,ˌənbəˈlēvəbəl,adjective,hihetetlen,incredible|impossible|unlikely|implausible|incredible|unlikely|improbable|shadowy,valószínűtlen
21267,unbeliever,ˌənbəˈlēvər,adjective,hitetlen,non-believer|godless|disbeliever|infidel|unchristian|incredulous|unbelieving,kétkedő
21268,unbelieving,-ˌənbəˈlēviNG,adjective,hitetlen,incredulous|unbeliever,kétkedő
21269,unbend,ˌənˈbend,verb,kiegyenesedik,"straighten|blow off steam|straighten|conk|erect|align","kifújja magát|kiegyenesít"
21270,unbending,ˌənˈbendiNG,adjective,hajlíthatatlan,non-ductile|cast-iron,
21271,unbiased,ˌənˈbīəst,adjective,elfogulatlan,unprejudiced|unswayed|unprepossessed|open-minded|non-partisan,
21272,unbid,,,unbid,,
21273,unbidden,ˌənˈbidn,adjective,hívatlan,uninvited|self-invited|unsolicited|unasked|unsought,kéretlen
21274,unbind,ˌənˈbīnd,verb,kiold,"untie|unlink|declutch|remove a bandage","kötést levesz"
21275,unblemished,ˌənˈblemiSHt,adjective,hibátlan,flawless|perfect|faultless|sound|immaculate,
21276,unblock,ˌənˈbläk,verb,feloldása,,"utat szabaddá tesz"
21277,unblushing,ˌənˈbləSHiNG,adjective,arcátlan,brazen|insolent|cheeky|shameless|impudent|cheeky|immodest|shameless|impudent|insolent,szemtelen
21278,unbodied,,adjective,testetlen,bodiless|incorporate|incorporeal|immaterial,
21279,unbookish,,,unbookish,,
21280,unborn,ˌənˈbôrn,adjective,"meg nem született",,
21281,unbosom,,,felfed,,
21282,unbound,ˌənˈbound,adjective,kötetlen,,eloldott
21283,unbounded,ˌənˈboundid,adjective,határtalan,infinite|borderless|limitless|spaceless|measureless,
21284,unbraid,ˌənˈbrād,,unbraid,,
21285,unbridled,ˌənˈbrīdld,adjective,féktelen,unrestrained|boisterous|turbulent|impetuous|licentious,
21286,unbroken,ˌənˈbrōkən,adjective,töretlen,intact|uninjured|unharmed|unimpaired|unhurt,sértetlen
21287,unbudging,,,unbudging,,
21288,unbuild,ˌənˈbild,verb,lebont,"tear down",
21289,unburden,ˌənˈbərdn,verb,megkönnyít,facilitate,"terhet lerak"
21290,unburdened,ənˈbərdnd,verb,unburdened,facilitate|unburden|unburden,"megkönnyít|terhet lerak"
21291,uncage,ˌənˈkāj,verb,"kalitkából kienged",,
21292,uncalled-for,,adjective,szükségtelen,unnecessary|needless|redundant|unnecessary|superfluous|surplus|unwanted|excrescent,felesleges
21293,uncanniness,,,uncanniness,,
21294,uncanny,ˌənˈkanē,adjective,rejtélyes,mysterious|enigmatic|cryptic|baffling|secret,
21295,uncataloged,"-ˌägd,ənˈkatlˌôgd",,törölhetők,,
21296,unceasing,ˌənˈsēsiNG,adjective,szakadatlan,incessant|continual|round-the-clock,
21297,uncelebrated,ˌənˈseləˌbrātid,adjective,"nem ünnepelt",,
21298,unceremonious,ˌənserəˈmōnēəs,adjective,"nem szertartásos",,
21299,uncertain,ˌənˈsərtn,adjective,bizonytalan,precarious|insecure|vague|unsure|unsteady,
21300,uncertainty,ˌənˈsərtntē,noun,bizonytalanság,insecurity|vagueness|hesitancy|suspense|obscurity|variability|instability|inequality,"kétséges jelleg|kétségesség|bizonytalan jelleg|meghatározatlan jelleg|változékonyság"
21301,unchain,ˌənˈCHān,verb,"láncról leold",,
21302,unchallengeable,ˌənˈCHalənjəbəl,adjective,"nem vitatható",,
21303,unchangeable,ˌənˈCHānjəbəl,,változtathatatlan,,
21304,unchangeableness,,,változhatatlan,,
21305,unchanging,ˌənˈCHānjiNG,,változatlan,,
21306,uncharitable,ˌənˈCHaritəbəl,adjective,szívtelen,heartless|hard-hearted|stony-hearted,
21307,unchecked,ˌənˈCHekt,adjective,ellenőrizetlen,,"ellenállás nélkül"
21308,unchristened,,,unchristened,,
21309,uncivil,ˌənˈsivəl,adjective,udvariatlan,rude|impolite|discourteous|abrupt|inurbane,
21310,uncivilized,ˌənˈsivəˌlīzd,adjective,civilizálatlan,ignorant|uncultivated|barbaric|unlettered|philistine,műveletlen
21311,unclad,ˌənˈklad,adjective,ruhátlan,nude|naked|bare|unsheathed,meztelen
21312,unclean,ˌənˈklēn,adjective,tisztátlan,impure|obscene|nasty|indecent|unchaste|ribald,szemérmetlen
21313,uncleanliness,ˌənˈklenlēnis,noun,tisztátlanság,impurity,
21314,uncleanly,,,uncleanly,,
21315,uncleanness,,,tisztátalanság,,
21316,unclear,ˌənˈkli(ə)r,adjective,homályos,obscure|vague|dim|hazy|shadowy,
21317,uncloak,ˌənˈklōk,verb,"kabátot levesz",,
