ID,"input word",pronounce,part-of-speech,translation,synonyms,alt-synonyms
54301,holus-bolus,,,növényi-bólus,,
54302,"Holy Bible",,,"Szent Biblia",,
54303,"holy breathing",,,"szent légzés",,
54304,"Holy Communion",,,"Szent közösség",,
54305,"holy day",,,"szent nap",,
54306,"Holy Ghost",,,"Szent Szellem",,
54307,"Holy Joe",,,"Szent Joe",,
54308,"Holy Land",,,"Szent föld",,
54309,"holy man",,,"Szent ember",,
54310,"holy matrimony",,,"szent házasság",,
54311,"holy mess",,,"szent rendetlenség",,
54312,"holy of holies","ˈhōlē əv ˈhōlēz",,"szent a szentek",,
54313,"holy order",,,"szent rend",,
54314,"holy orders",,,"szent parancsok",,
54315,"holy person",,,"szent személy",,
54316,"holy place",,,"Szent hely",,
54317,"Holy Scripture",,noun,Szentírás,"Bible|the Scripture",Biblia
54318,"Holy Spirit",,,Szentlélek,,
54319,"holy table",,,"szent asztal",,
54320,"holy terror",,,"szent terror",,
54321,"Holy Trinity",,noun,Szentháromság,Trinity,
54322,"holy war",,noun,"Szent háború",jihad|jehad,"szent háború|dzsihád"
54323,"holy wedlock",,,"szent házasság",,
54324,"Holy Willie",,,"Szent Willie",,
54325,"holy woman",,,"szent nő",,
54326,"Holy Writ",,noun,szentírás,scripture|Bible,
54327,holy-mindedness,,,"szent szellemben",,
54328,holystone,ˈhōlēˌstōn,noun,Holystone,"pumice|pumice stone|holy stone|meerschaum",habkő
54329,homager,,,homager,,
54330,homburg,ˈhämbərg,,homburg,,
54331,"home base",,,"hazai bázis",,
54332,"home brew",,noun,"házifőzetű ital",,
54333,"home care",,,"otthoni ápolás",,
54334,"home cooking",,,"otthoni főzés",,
54335,"home country",,,hazájában,,
54336,"home economics",,,háztartástan,,
54337,"Home Furnishings",,,"Otthoni berendezés",,
54338,"home ground",,,Szülőföld,,
54339,"home help",,,"otthoni segítség",,
54340,"home in on",,,otthon,,
54341,"home loan",,,lakáshitel,,
54342,"home office",,noun,"otthoni munkavégzés","Home Office|ministry of the interior",belügyminisztérium
54343,"home permanent",,,"otthon állandó",,
54344,"home place",,,otthon,,
54345,"home plate",,,"otthoni lemez",,
54346,"home port",,,"otthoni port",,
54347,"home roof",,,"otthon tető",,
54348,"home rule",,,"otthoni szabály",,
54349,"home screen",,,kezdőképernyő,,
54350,"home thrust",,noun,"otthoni tolóerő",home-thrust,"jól jövő szúrás"
54351,"home towner",,,"home towner",,
54352,homebody,ˈhōmˌbädē,,homebody,,
54353,home-brew,,noun,"házi sörfőzés","home brew","házifőzetű ital"
54354,homecoming,ˈhōmˌkəmiNG,noun,hazatérés,,
54355,home-cooking,,,"otthoni főzés",,
54356,homed,hōm,verb,egykapcsolatúnak,guide|direct|home|home|control|direct|manage|guide|steer|home,"vezérel|célra repül|irányít"
54357,homefarm,,,homefarm,,
54358,homefolk,,,homefolk,,
54359,homegirl,ˈhōmˌgərl,,homegirl,,
54360,homeground,,,Szülőföld,,
54361,homegrown,ˈhōmˈgrōn,adjective,házi,domestic|homemade|indoor|tame|domiciliary|home-grown|national|indigenous|inland|homemade|vernacular|interior|home-grown,"hazai|otthon termett"
54362,home-grown,,adjective,házi,domestic|homemade|indoor|tame|domiciliary|national|indigenous|inland|homemade|vernacular,"hazai|otthon termett"
54363,homelands,,noun,szülőföldjüket,"home|homeland|motherland|country|native land|homeland|native land|motherland|native country|mother country",haza|szülőföld
54364,homeless,ˈhōmlis,adjective,hajléktalan,roofless|houseless|unhoused,otthontalan|hazátlan
54365,"homeless person",,,"hajléktalan személy",,
54366,homelessness,,,hajléktalanság,,
54367,homelike,,adjective,otthonos,homey|homy,
54368,homeliness,,noun,otthoniasság,,
54369,home-loving,,,"otthon szerető",,
54370,homemade,ˈhō(m)ˈmād,adjective,házi,domestic|indoor|tame|domiciliary|home-grown|national|indigenous|inland|vernacular|interior,"házi készítésű|hazai|otthon készült|belföldön készült"
54371,home-made,,adjective,házi,domestic|homemade|indoor|tame|domiciliary|home-grown|homemade|national|indigenous|inland|homemade|vernacular|interior|homemade|homemade,"házi készítésű|hazai|otthon készült|belföldön készült"
54372,"homemade gin",,,"házi gin",,
54373,"homemade liquor",,,"házi likőr",,
54374,homemaker,ˈhōmˌmākər,noun,háziasszony,housewife|hostess|landlady,
54375,homemakers,,noun,homemakers,housewife|hostess|landlady|homemaker,háziasszony
54376,homeopath,ˈhōmēəˌpaTH,noun,homeopata,homoeopath,
54377,homeopathy,ˌhōmēˈäpəTHē,noun,homeopátia,homoeopathy|homoeopathy,"hason szervi gyógymód"
54378,homeostasis,ˌhōmēəˈstāsis,,homeosztázis,,
54379,homeothermal,,,homeothermal,,
54380,homeothermic,,,homeotermiás,,
54381,homeowner,ˈhōmˌōnər,,háztulajdonos,,
54382,home-owner,ˈhōmˌōnər,,home-tulajdonos,,
54383,homer,ˈhōmər,noun,Homérosz,Homer,
54384,homeroom,ˈhōmro͞om,,osztályfőnöki,,
54385,homes,,noun,otthonok,"home|hostel|home|homeland|motherland|country|native land|residence|domicile|home|habitation|abode|house",otthon|haza|lakóhely
54386,homesick,ˈhōmˌsik,adjective,hazavágyódó,,
54387,homesickness,,noun,honvágy,nostalgia,
54388,"homespun fabric",,,"szőnyeg szövet",,
54389,homestead,ˈhōmˌsted,noun,tanya,farm|farmstead|ranch|haunt|bowery,
54390,homesteading,ˈhōmˌstediNG,,homesteading,,
54391,homester,,,"hazai csapat tagja",,
54392,homestretch,ˈhōmˈstreCH,noun,célegyenesben,home-stretch,célegyenes
54393,hometown,ˈhōmˈtoun,,szülőváros,,
54394,homeward,ˈhōmwərd,adverb,hazafelé,homewards,
54395,homework,ˈhōmˌwərk,noun,"házi feladat",lesson|housework|chore,lecke|házimunka
54396,"homework assignment",,,"házi feladat",,
54397,homiciding,,,homiciding,,
54398,homiletics,,noun,hitszónoklattan,,
54399,homilize,,,homilize,,
54400,hominal,,,hominal,,
54401,homing,ˈhōmiNG,noun,önrávezetés,"homing guidance|active homing guidance|homing guidance|active homing guidance|homing guidance|orientation",önirányító|önirányítás|önvezérlés|iránykövetés|tájolás|célkereső|célrarepülés
54402,"homing pigeon",,noun,postagalamb,"messenger pigeon|carrier pigeon",
54403,hominid,ˈhäməˌnid,,emberszabású,,
54404,hominify,,,hominify,,
54405,hominine,,,Hominini,,
54406,hominoid,ˈhäməˌnoid,,emberszabású,,
54407,hominy,ˈhämənē,noun,puliszka,,
54408,hommage,,,sarc,,
54409,homo,ˈhōˌmō,noun,homoszexuális,homosexual|gay|invert|queer|queer,"homokos ember"
54410,"Homo sapien",,,ember,,
54411,"Homo sapiens",,,"homo sapiens",,
54412,homocentric,ˌhōmōˈsentrik,,homocentric,,
54413,homochromatic,,,homochromatic,,
54414,homochromous,,,homochromous,,
54415,homoeopath,ˌhōmēˈäpəTHē,noun,homeopátia,homeopathy|homoeopathy|homeopathy|homoeopathy,"hason szervi gyógymód"
54416,homoeothermal,,,homoeothermal,,
54417,homoeothermic,,,Homeotermikuson,,
54418,homoerotic,ˌhōmō-iˈrätik,,homoerotikus,,
54419,homoeroticism,,,homoeroticism,,
54420,homogeneity,"ˌhämə-,ˌhōməjəˈnēitē",noun,homogenitás,,egyneműség|hasonneműség
54421,homogeneous,ˌhōməˈjēnēəs,adjective,homogén,"same gender|unisexual",egynemű
54422,homogeneously,,,homogén,,
54423,homogeneousness,,,homogenitást,,
54424,homogenise,,,homogenizálni,,
54425,homogenization,,noun,homogenizálás,,
54426,homogenized,,adjective,homogenizált,,
54427,homogenizes,həˈmäjəˌnīz,verb,egyenletessé,homogenize|homogenize,homogenizál|egyneműsít
54428,homogenizing,həˈmäjəˌnīz,verb,homogenizáló,homogenize|homogenize,homogenizál|egyneműsít
54429,homogenous,,adjective,homogén,"homogeneous|same gender|homogeneous|unisexual",egynemű
54430,homoiothermal,,,homoiothermal,,
54431,homoiothermic,,,homoiothermic,,
54432,homologized,"hōˈmäləˌjīz,hə-",,homologized,,
54433,homologous,"hōˈmäləgəs,hə-",adjective,homológ,,"azonos jellegű"
54434,homology,"hōˈmäləjē,hə-",,homológia,,
54435,homoousia,,,egylényegűség,,
54436,homoousian,ˌhōmōˈo͞osēən,,egylényegűség,,
54437,homophile,,,homofil,,
54438,homophony,,,homofóniát,,
54439,homosexual,ˌhōməˈsekSHo͞oəl,,homoszexuális,,
54440,homosexualism,,,homosexualism,,
54441,homosexuality,,,homoszexualitás,,
54442,homothermic,,,"állandó testhőmérsékletű",,
54443,homuncule,"hō-,həˈməNGkyələs",,homunculi,,
54444,homunculus,"hō-,həˈməNGkyələs",,homunculus,,
54445,homy,,adjective,otthonos,homelike|homey,
54446,"hone for",,,"hone for",,
54447,"honest and sincere",,,"őszinte és őszinte",,
54448,"honest person",,,"őszinte személy",,
54449,"honest truth",,,"becsületes igazság",,
54450,honestness,,,honestness,,
54451,honest-to-god,,,"becsületes istene",,
54452,"honest-to-god truth",,,"őszintén Istenhez igazság",,
54453,honest-to-goodness,,,"becsületes, jóság",,
54454,"honey bee",,noun,háziméh,,
54455,"honey cake",,noun,mézeskalács,"gingerbread|parliament cake",mézespuszi
54456,"honey up",,,"méz fel",,
54457,honeybee,ˈhənēˌbē,noun,háziméh,"honey bee",
54458,honey-belle,,,"mézes belle",,
54459,honeybun,,,mézeskalács,,
54460,honeybunch,ˈhənēˌbənCH,,HONEYBUNCH,,
54461,honey-colored,,,mézszínű,,
54462,honeycomb,ˈhənēˌkōm,noun,méhsejt,,"lép méhészetben"
54463,honeycombed,,adjective,likacsos,poriferous,
54464,honeydew,ˈhənēˌd(y)o͞o,noun,mézharmat,,
54465,honeyed,ˈhənēd,adjective,mézes,honied,
54466,"honeyed phrases",,,"mézes mondatok",,
54467,"honeyed words",,,"mézes szavak",,
54468,honeymoon,ˈhənēˌmo͞on,noun,nászút,,mézeshetek
54469,honey-mouthed,,adjective,"mézesmázos beszédű",,
54470,honeypot,ˈhənēˌpät,,méztartó,,
54471,honied,,adjective,mézes,honeyed,
54472,honing,,verb,hónolás,hone|whet|strop|sharpen|sharpen|hone,fen|élesít
54473,honk,"häNGk,hôNGk",verb,dudál,toot|hoot,tülköl
54474,honker,"ˈhäNGkər,ˈhôNG-",,Honker,,
54475,honkers,"ˈhäNGkər,ˈhôNG-",,honkers,,
54476,honking,,verb,dudálás,toot|honk|hoot|honk,dudál|tülköl
54477,honky-tonk,"ˈhäNGkē ˌtäNGk,ˈhôNGkē ˌtôNGk",,lebuj,,
54478,"honolulu handout",,,"honolulu kiadvány",,
54479,"honor before",,,tiszteletére,,
54480,"honor roll",,,"becsület roll",,
54481,"honorable mention",,,"tiszteletteljes megemlítés",,
54482,honorableness,,,honorableness,,
54483,honorarium,ˌänəˈre(ə)rēəm,noun,tiszteletdíj,"professional fee","tiszteletreméltó honorárium"
54484,"honorary society",,,"tiszteletbeli társadalom",,
54485,honored,,adjective,megbecsült,honoured,
54486,honorific,ˌänəˈrifik,adjective,megtisztelő,,
54487,honoring,,verb,megtisztelő,honor|value|assay|honour|respect|honor|revere|esteem|venerate|honour,becsül|tisztel
54488,honors,,noun,kitüntetéssel,honor|honour|honor|award|medal|decoration|honour|dignity|honor|majesty|dignitary|honour|virtue|morality|honor|honour,becsület|kitüntetés|méltóság|erény
54489,honour,ˈänər,noun,becsület,honor|honor|award|medal|decoration|dignity|honor|majesty|dignitary|virtue|morality|honor,kitüntetés|méltóság|erény
54490,honourable,ˈänərəbəl,adjective,tiszteletreméltó,honorable|respectable|venerable|reputable|reputed|honorable,méltóságos
54491,"honourable man",,,"tisztelt ember",,
54492,"honourable person",,,"tisztelt személy",,
54493,"honourable woman",,,"tisztelt asszony",,
54494,honourableness,,,honourableness,,
54495,honourably,,,tisztességesen,,
54496,honourary,,,tiszteletbeli,,
54497,honoured,,adjective,megbecsült,honored,
54498,honouring,,verb,megtisztelő,honor|value|assay|honour|respect|honor|revere|esteem|venerate|honour,becsül|tisztel
54499,honours,,,kitüntetéssel,,
54500,hoo,hu,,"Ez az",,
54501,"hoo ha",,,"hoo ha",,
54502,hooch,ho͞oCH,noun,bundapálinka,hootch,
54503,"hooch hound",,,"hooch hound",,
54504,hoochie,ˈho͞oCHē,,Hoochie,,
54505,hooded,ˈho͝odid,adjective,csuklyás,covered,fedett
54506,"hooded cloak",,,"kapucnis köpeny",,
54507,"hooded coat",,,"kapucnis kabát",,
54508,hooding,ho͝od,,letakarása-,,
54509,"hoodoo column",,,"hoodoo oszlop",,
54510,hoodooed,ˈho͞oˌdo͞o,verb,hoodooed,hoodoo,"balszerencsét hozó"
54511,hoodooism,,,hoodooism,,
54512,hoodwinkable,,,hoodwinkable,,
54513,hoodwinked,,verb,hoodwinked,"hoodwink|dupe|cheat|diddle|bluff|take in|mislead|misguide|astray|hoodwink|bamboozle",rászed|félrevezet
54514,hoodwinker,,,hoodwinker,,
54515,hoodwinking,,verb,hoodwinking,"hoodwink|dupe|cheat|diddle|bluff|take in|mislead|misguide|astray|hoodwink|bamboozle",rászed|félrevezet
54516,hoof,"ho͝of,ho͞of",noun,pata,,
54517,"hoof it",,,kacsa,,
54518,"hoof marks",,,pofák,,
54519,hoofed,,adjective,patás,,
54520,"hoofed animal",,,"takarmányos állat",,
54521,hoofer,"ˈho͝ofər,ˈho͞ofər",,hoofer,,
54522,hoofing,"ho͝of,ho͞of",verb,hoofing,walk|hoof|kick|hoof,gyalogol|megrúg
54523,hoofprint,,,"fő logika",,
54524,"hook a ride",,,"egy lovagol",,
54525,"hook and eye",,,"horog és szem",,
54526,"hook in",,,"akasztott be",,
54527,"hook on",,verb,ráakaszt,hang,
54528,"hook up",,verb,csatlakoztassa,"hang|hang up|string up|gibbet|suspend","felakaszt|kocsiba befog|vezetékbe beköt"
54529,"hook up with",,,"Összeakad valakivel",,
54530,hookah,"ˈho͝okə,ˈho͞okə",noun,vízipipa,narghile,nargilé
54531,hook-and-eye,,,"horog-és a szem",,
54532,hooked,ho͝okt,adjective,hajlott,bended|leant,
54533,"hooked on",,,akasztott,,
54534,hooking,,verb,kampós,hook|hook,begörbít|öklel
54535,hooky,ˈho͝okē,,hooky,,
54536,hooliganism,,noun,huliganizmus,,
54537,hooped,,verb,abroncsos,rim|hoop,abroncsoz
54538,hoop-la,,,karikadobás,,
54539,hooray,,,Hurrá,,
54540,hooroo,,,Hor,,
54541,hoosgow,,,hoosgow,,
54542,hootch,,noun,bundapálinka,hooch,
54543,hootchy-kootchy,,,hootchy-kootchy,,
54544,hooted,ho͞ot,verb,huhogott,hoot|cry|vociferate|hoot|honk|catcall|hoot,kiabál|tülköl|kifütyül
54545,hootenanny,ˈho͞otnˌanē,,Hootenanny,,
54546,hooter,ˈho͞otər,noun,kürt,horn|bugle|cornet|siren|siren|syren|horn,sziréna|autóduda
54547,hooters,,noun,hooters,horn|bugle|cornet|siren|hooter|siren|hooter|syren|horn|hooter,kürt|sziréna|autóduda
54548,hooting,,verb,elhárítás,hoot|cry|vociferate|hoot|honk|catcall|hoot,kiabál|tülköl|kifütyül
54549,Hoover,ˈho͞ovər,noun,Porszívó,"vacuum cleaner|hoover",porszívó
54550,"hop along",,,ugorj,,
54551,"hop in",,,"ugorj be",,
54552,"hop o my thumb",,noun,"ugorj a hüvelykre",hop-o'-my-thumb,"hüvelyk matyi"
54553,"hop on",,,"ugorj fel",,
54554,"hop out",,,remélem,,
54555,"hop the perch",,,"ugorj a sügérre",,
54556,"hop the stick",,,"hop a botot",,
54557,"hop to it",,,"ugorj rá",,
54558,"hop up",,,felugrani,,
54559,hope,hōp,noun,remény,expectation|promise|outlook|expectancy|expectance|waiting|wait|expectation|parking|expectancy,várakozás
54560,"hope for",,,remél,,
54561,hoped,,verb,remélte,"hope|look forward to|expect|require|hope",remél|elvár
54562,"hoped for",,adjective,remélték,expected|hoped-for,remélt
54563,hoped-for,,adjective,remélt,expected,
54564,hopefully,ˈhōpfəlē,,remélhetőleg,,
54565,hopefulness,,noun,reménykedés,,
54566,hopelessly,ˈhōplisli,,reménytelenül,,
54567,"hopelessly bad",,,"reménytelenül rossz",,
54568,"hopelessly outdated",,,"reménytelenül elavult",,
54569,hoper,,,halom,,
54570,hopes,,noun,remények,hope|expectation|promise|outlook|expectancy|expectance|waiting|wait|expectation|parking|expectancy|hope,remény|várakozás
54571,hophead,ˈhäpˌhed,,hophead,,
54572,hoping,,verb,remélve,"hope|look forward to|expect|require|hope",remél|elvár
54573,"hoping for",,,"abban bízom",,
54574,hopingly,,,hopingly,,
54575,hoplite,ˈhäpˌlīt,,hoplita,,
54576,hopped,,verb,ugrált,bounce|jiggle|hop|flounce|gambol,ugrál
54577,"hopped up",,,felugrott,,
54578,hopper,ˈhäpər,noun,garat,jitterbug,"sajtkukac|ugráló személy"
54579,"hopping mad",,,őrült,,
54580,hopple,,verb,béklyó,,
54581,hoppled,,,hoppled,,
54582,hopples,,,hopples,,
54583,hoppy,,,komlós,,
54584,hops,,noun,komló,hop|bounce|hop|skip|hop|caper,ugrálás|szökdécselés
54585,hopsacking,,,hopsacking,,
54586,hopscotch,ˈhäpˌskäCH,noun,"ugróiskola játék",,
54587,hop-skip,,,hop-skip,,
54588,horary,ˈhôrərē,adjective,óránkénti,hourly,
54589,hordeolum,,,hordeolum,,
54590,horizon,həˈrīzən,noun,horizont,eyeshot,látóhatár|szemhatár
54591,horizontal,ˌhôrəˈzän(t)l,adjective,vízszintes,level|aclinic,horizontális
54592,"horizontal fire",,,"vízszintes tűz",,
54593,horizontally,,,vízszintesen,,
54594,"horn in",,verb,kürt,"meddle|mix in|involve|encroach|intermeddle","beleavatkozik|beleszól|beleüti az orrát"
54595,"horn of plenty",,,"rengeteg szarv",,
54596,hornbook,ˈhôrnˌbo͝ok,noun,hornbook,"horn book","elemi kézikönyv"
54597,horned,hôrnd,adjective,szarvas,,
54598,"horned pout",,,"szarvas tőkehal",,
54599,"horned viper",,noun,szarvasvipera,cerastes,
54600,horned-animal,,,szarvas-állat,,
54601,hornet,ˈhôrnit,noun,lódarázs,,
54602,hornets,,noun,lódarazsak,hornet,lódarázs
54603,"hornets' nest",,,"darázs fészek",,
54604,hornlike,,,tágított,,
54605,hornpipe,ˈhôrnˌpīp,noun,szarusíp,,
54606,hornpout,,,hornpout,,
54607,"horn-rimmed glasses",,,"kürtös szemüveg",,
54608,horns,,,szarvak,,
54609,hornswaggle,,,hornswaggle,,
54610,horologe,ˈhôrəˌläj,,horologe,,
54611,horologist,,,Órás,,
54612,horologium,,,Horologium,,
54613,horoscope,"ˈhärə-,ˈhôrəˌskōp",noun,horoszkóp,nativity,"csillagok állása"
54614,horoscopy,,,horoscopy,,
54615,horrendously,,,horrendously,,
54616,horrendousness,,,horrendousness,,
54617,horrent,,,idétlen,,
54618,horribleness,,,horribleness,,
54619,horribly,,,szörnyen,,
54620,horridly,,,borzasztóan,,
54621,horrifically,,,horrifically,,
54622,horrification,,,horrification,,
54623,horrifies,"ˈhär-,ˈhôrəˌfī",verb,horrifies,scare|horrify|terrify|dismay|appall|alarm|horrify|disgust|horrify,megrémít|megrettent|undorít
54624,horrifyingly,,,rémisztően,,
54625,horripilation,,,borzongás,,
54626,"horror picture",,,"horror kép",,
54627,"horror story",,,rémtörténet,,
54628,horror-stricken,,,rémült,,
54629,"hors de combat",,,"nem működik",,
54630,"hors d'ouvres",,,"ki a munkából",,
54631,"horse about",,,ló,,
54632,"horse around",,,"ló körül",,
54633,"horse artillery",,,"ló tüzérség",,
54634,"horse cavalry",,,"lovas lovasság",,
54635,"horse cloth",,noun,lószövet,horsecloth,lópokróc
54636,"horse coper",,noun,"ló másoló",horse-dealer|horse-coper,lókereskedő
54637,"horse doctor",,,"ló orvos",,
54638,"horse feathers",,,"ló tollak",,
54639,"horse laugh",,noun,röhögés,guffaw|heehaw,
54640,"horse opera",,noun,western,,"vadnyugati film"
54641,"horse power",ˈhôrsˌpou(-ə)r,noun,lóerő,horsepower,
54642,"horse race",,noun,Lóverseny,horserace|races|Derby,lóverseny
54643,"horse racing",,,Lóverseny,,
54644,"horse rider",,,lovas,,
54645,"horse sense",,noun,"józan paraszti ész",instinct,ösztön
54646,"horse tail",,noun,lófarok,horsetail,
54647,"horse trade",,,"ló kereskedelem",,
54648,"horse trader",,,"ló kereskedő",,
54649,"horse wrangler",,,"ló vándor",,
54650,"horseback rider",,,"lovas lovas",,
54651,"horseback riding",,noun,lovaglás,riding|ride,
54652,horsebacker,,,horsebacker,,
54653,horsecloth,,noun,lópokróc,,
54654,horsed,hôrs,,horsed,,
54655,horsefeathers,ˈhôrsˌfeT͟Hərz,,"ló tollak",,
54656,horsefly,ˈhôrsˌflī,noun,bögöly,gadfly|oestrum|bot-fly,
54657,horse-fly,,noun,bögöly,gadfly|horsefly|oestrum|bot-fly,
54658,horsehair,ˈhôrsˌhe(ə)r,adjective,lószőr,,
54659,horseherd,,,Csikós,,
54660,horseleech,ˈhôrsˌlēCH,noun,horseleech,horse-leech|horse-leech,"nagy pióca|lódoktor"
54661,horseman,ˈhôrsmən,noun,lovas,rider|horse|equestrian|equine,lótenyésztő
54662,horseradish,ˈhôrsˌradiSH,noun,torma,"horse-radish|water cress",
54663,horses,,noun,lovak,"horse|equine|vaulting horse|rider|horse|equestrian|horseman|equine",ló|lovas
54664,Horseshit,ˈhôr(s)ˌSHit,,lószar,,
54665,horseshoe,ˈhôr(s)ˌSHo͞o,noun,patkó,,
54666,"horseshoe magnet",,,"patkó mágnes",,
54667,horseshoer,,,horseshoer,,
54668,horseshoes,,,patkókat,,
54669,horse-shoes,,,horse-cipő,,
54670,horsewhipping,,verb,horsewhipping,leather|whip|scourge|horsewhip|fustigate|cow-hide,megkorbácsol
54671,horsewoman,ˈhôrsˌwo͝omən,noun,lovasnő,,
54672,horsey,ˈhôrsē,,horsey,,
54673,horsing,,noun,lóállomány,,
54674,"horsing around",,,körülötte,,
54675,horsy,,adjective,lószerű,equine,
54676,hortative,,,buzdító,,
54677,hortatory,ˈhôrtəˌtôrē,adjective,bátorító,encouraging,
54678,horticultural,,adjective,kertészeti,,
54679,horticulture,ˈhôrtiˌkəlCHər,noun,kertészet,garden-tillage,kertművelés
54680,horticulturist,,noun,"kertészeti szakértő",,
54681,hortulan,,,kertészek,,
54682,hosanna,"-ˈzä-,hōˈzanə",,Hozsánna,,
54683,"hose down",,,"mossa le",,
54684,hosed,,verb,Elárasztott,hose,megöntöz
54685,hosepipe,,noun,hosepipe,"hose pipe",öntözőcső
54686,hoser,,,Hoser,,
54687,hosier,ˈhōZHər,noun,harisnyaárus,,
54688,hosiery,ˈhōZHərē,noun,harisnya,stocking|knitwear,harisnyaáru|kötöttáru
54689,hosing,,verb,tömlők,hose,megöntöz
54690,hospitability,,,hospitability,,
54691,hospitableness,,,hospitableness,,
54692,hospitably,,,vendégszeretően,,
54693,hospital,ˈhäˌspitl,noun,kórház,"infirmary|hospital for inpatients",
54694,"hospital aide",,,"kórházi segéd",,
54695,"hospital room",,,"kórházi szobában",,
54696,hospitality,ˌhäspiˈtalitē,noun,vendégszeretet,,
54697,hospitalization,,noun,"kórházi ápolás",,"kórházba utalás"
54698,hospitalize,ˈhäspitlˌīz,verb,"kórházba utal",,"kórházba szállít|kórházban ápol"
54699,hospitals,,noun,kórházakban,"hospital|infirmary|hospital for inpatients",kórház
54700,hospitium,,,kórház,,
54701,"host a pageant",,,"kiállíthat egy pártfogást",,
54702,"host a roast",,,sültek,,
54703,hostage,ˈhästij,noun,túsz,fuse|guarantee|assurance|safeguard|bond,biztosíték
54704,hostelling,,,Diákotthonok,,
54705,hostels,ˈhästl,noun,hostelek,hostel|home|hostel,turistaszálló|otthon
54706,hostess,ˈhōstis,noun,hosztesz,housewife|landlady|homemaker,háziasszony|kocsmárosné
54707,"hostile party",,,"ellenséges párt",,
54708,"hostile takeover",,,"ellenséges átvétel",,
54709,"hostile to",,,ellenséges,,
54710,hostilely,,,ellenségesen,,
54711,hostilities,,noun,ellenségeskedések,,
54712,hosting,,,tárhely,,
54713,hostler,ˈ(h)äslər,noun,lovász,groom|stableman|strapper|ostler,
54714,"hot about",,,forró,,
54715,"hot air",,noun,"forró levegő",verbiage|bunkum|rigmarole|rant|buncombe,"üres fecsegés"
54716,"hot and sticky",,,"forró és ragadós",,
54717,"hot ass mom",,,"forró segg anya",,
54718,"hot blood",,,"forró vér",,
54719,"hot cake",,,"forró torta",,
54720,"hot cell",,,"forró cella",,
54721,"hot chocolate",,noun,"forró csokoládé",,
54722,"hot cross bun",,,"forró kereszt zsemle",,
54723,"hot dish",,,"forró étel",,
54724,"hot dog",,noun,"Hot dog",,hotdog
54725,"hot for",,,forró,,
54726,"hot goods",,,"forró áruk",,
54727,"hot guy",,,"forró srác",,
54728,"hot jazz",,,"forró jazz",,
54729,"hot mom",,,"forró anya",,
54730,"hot off press",,,"forró kikapcsolás",,
54731,"hot pants",,,"forró nadrág",,
54732,"hot potato",,,"forró krumpli",,
54733,"hot rod",,,"forró rúd",,
54734,"hot seat",,,"forró ülés",,
54735,"hot seller",,,"forró eladó",,
54736,"hot shot",,,"forró lövés",,
54737,"hot spell",,,"forró varázslat",,
54738,"hot spot",,noun,"csatlakozási pont",,"forró pont"
54739,"hot spring",,noun,"forró tavasz",,melegforrás
54740,"hot stuff",,,"forró cucc",,
54741,"hot tamale",,,"forró Tamale",,
54742,"hot ticket",,,"forró jegy",,
54743,"hot to trot",,,"forró az ügetéshez",,
54744,"hot tub",,,melegfürdő,,
54745,"hot up",,,"forró fel",,
54746,"hot war",,noun,"forró háború",,melegháború
54747,"hot water",,noun,"forró víz","hot trouble",melegvíz|kutyaszorító
54748,"hot weather",,,"meleg időjárás",,
54749,"hot-air artist",,,"forró levegő művész",,
54750,"hot-air balloon",,,hőlégballon,,
54751,hotbeds,,noun,melegágyai,"hotbed|glass culture|seed bed|matrix",melegágy
54752,hotcakes,,,"forró torták",,
54753,hotchpot,ˈhäCHˌpät,noun,"osztályra vitel",,
54754,hotch-pot,,,Hotch-pot,,
54755,hotch-potch,ˈhäCHˌpäCH,noun,összevisszaság,hotchpotch|topsyturvydom|helter-skelter|pell-mell|hotchpotch|olio|motley,zagyvaság
54756,hot-dog,,noun,"Hot dog","hot dog",hotdog
54757,"hotdog stand",,,"hotdog állvány",,
54758,"hot-dog stand",,,"hot-dog állvány",,
54759,"hotel keeper",,,szállodabirtokos,,
54760,hotelier,"hōtlˈi(ə)r,ˌôtelˈyā",noun,szállodatulajdonos,,
54761,hotelkeeper,,,hotelkeeper,,
54762,hotel-keeper,,,vendéglátós,,
54763,hothead,ˈhätˌhed,noun,forrófejű,"hot head|hot head","meggondolatlan ember|hirtelen ember"
54764,hotheaded,ˈhätˌhedid,adjective,forrófejű,hotspur|hot-headed|flammable|inflammable|testy|hot-headed|hot-brained|quick-tempered,lobbanékony
54765,hot-headed,,adjective,forrófejű,hotspur|flammable|inflammable|testy|hot-brained|quick-tempered,lobbanékony
54766,hotheadedly,,,hotheadedly,,
54767,hotheadedness,,,hotheadedness,,
54768,hothouses,,noun,Üvegházak,"greenhouse|glasshouse|hothouse|grapery|conservatory|greenhouse|hothouse|garden house|glasshouse|greenery|conservatory",melegház|üvegház
54769,hotline,ˈhätˌlīn,noun,forródrót,"hot line|hot line","közvetlen telefonvonal|vésztelefon"
54770,hotly,ˈhätlē,,hevesen,,
54771,hotpot,,noun,hotpot,"hot pot","fedő alatt párolt hús"
54772,hot-shot,,,hot-shot,,
54773,hotspur,ˈhätˌspər,adjective,forrófejű,hot-headed,
54774,hot-tempered,,adjective,ingerlékeny,irritable|nervous|excitable|ill-tempered|peevish,
54775,hot-temperedness,,,hot-temperedness,,
