ID,"input word",pronounce,part-of-speech,translation,synonyms,alt-synonyms
9776,heartsickness,,,heartsickness,,
9777,heartsore,ˈhärtˌsôr,adjective,heartsore,despondent|dispirited|crest-fallen|heart-sick,csüggedt
9778,heart-stopping,,,"szív leállását",,
9779,heartstrings,,noun,heartstrings,heart-strings,izomhúrok
9780,heartwarming,ˈhärtˌwôrmiNG,adjective,szívmelengető,heart-warming,
9781,hearty,ˈhärtē,adjective,tápláló,nutritious|nourishing|feeding|nutritive|nutrient|cordial|warm|gracious|good-tempered|good-natured,szívélyes
9782,heat,hēt,noun,hőség,anger|fury|wrath|ire,forróság|düh
9783,heated,ˈhētid,adjective,fűtött,intense|impetuous|hot|vehement|heady|hot|boiling|scalding|torrid|perfervid|fiery|igneous|mettled|mettlesome,heves|forró|tüzes
9784,heath,hēTH,noun,pusztaság,wilderness|desert|desolation|heather,hangafű
9785,heathen,ˈhēT͟Hən,adjective,pogány,pagan|paganish,
9786,heathenish,,adjective,barbár,barbarian|barbarous|barbaric,
9787,heave,hēv,verb,zihál,"gasp|pant|wheeze|lift|raise|hoist|up|enhance|rise|climb|lift|go up|heighten",emel|emelkedik
9788,heaven,ˈhevən,noun,menny,sky|sky|azure|firmament,ég|égbolt
9789,heavenly,ˈhevənlē,adjective,mennyei,"celestial|supernal|paradisiac|out of this world|empyreal|celestial|supernal|splendid|gorgeous|grand|princely|bully",égi|pompás
9790,heaven-sent,,,"égből pottyant",,
9791,heavily,ˈhevəlē,adverb,súlyosan,sorely|very|greatly|highly|much|too,nagyon
9792,heaviness,,noun,nehézkesség,dejection|depression|prostration|moodiness|affliction,levertség
9793,heavy,ˈhevē,adjective,nehéz,difficult|hard|trying|cumbersome|grueling|serious|massive|weighty|onerous|ponderous|depressing|stunning|grinding|leaden|gray|large-caliber,"súlyos|nyomasztó|nagy űrméretű"
9794,"heavy hitter",,,"nehéz hitter",,
9795,heavy-duty,,adjective,"nehéz szolgálat",,"nagy teherbírású"
9796,heavy-handed,,adjective,esetlen,bearish|gawky|unwieldy|hulking|gauche,
9797,heavyhearted,,,heavyhearted,,
9798,heavyset,ˈhevēˌset,,testes,,
9799,heavyweight,ˈhevēˌwāt,adjective,nehézsúlyú,serious|heavy|massive|weighty|onerous|ponderous,súlyos
9800,hebetude,,,homály,,
9801,heck,hek,noun,fene,,"lécrácsos gát"
9802,heckle,ˈhekəl,verb,gerebenez,hackle,"kérdésekkel zaklat vkit"
9803,heckler,,noun,kötözködő,,heccelő
9804,hectic,ˈhektik,adjective,hektikus,excited|jumpy|agog|ablaze|flurried|passionate|impassioned|hot|passional|tropical|phthisic|tuberculous,izgatott|szenvedélyes|tüdővészes
9805,hectically,,,hektikusan,,
9806,hector,ˈhektər,noun,Hector,bully|swaggerer,szájhős
9807,hedge,hej,noun,sövény,quick-fence|countryman|provincial,"sövénykerítés|élősövény|vidéki ember"
9808,hedonism,ˈhēdnˌizəm,noun,hedonizmus,,
9809,hedonist,ˈhēdnist,,hedonista,,
9810,hedonistic,ˌhēdnˈistik,,hedonista,,
9811,heebie-jeebies,"ˌhēbē ˈjēbēz",,heebie-jeebies,,
9812,heed,hēd,noun,óvatosság,attention,figyelem
9813,heedful,ˈhēdfəl,adjective,óvatos,careful|cautious|conservative|wary|prudent|careful|attentive|mindful|solicitous|regardful,gondos
9814,heedfulness,,,heedfulness,,
9815,heedless,ˈhēdlis,adjective,figyelmetlen,forgetful|inattentive|careless|unmindful|regardless|negligent|neglectful|remiss|perfunctory|nonchalant,hanyag
9816,heedlessness,,,fejetlenségében,,
9817,hee-haw,"ˈhē ˌhô",noun,iázás,"braying|heehaw|yell|bellow|squall|heehaw|guffaw|horse laugh|heehaw",ordítás|röhögés
9818,heel,hēl,noun,sarok,corner|heels|pole|nook|coign|wind|edge|margin|border|hem,szél
9819,heft,heft,noun,súly,weight|gravity|burden|onus,
9820,heftiness,,,heftiness,,
9821,hefty,ˈheftē,adjective,izmos,muscular|brawny|strong|sturdy|difficult|heavy|hard|trying|cumbersome,nehéz
9822,hegemony,"həˈjemənē,ˈhejəˌmōnē",noun,uralom,rule|domination|regime|dominion|reign,fennsőbbség
9823,height,hīt,noun,magasság,"altitude|elevation|depth|tallness|highness|high ground|eminence|hill|altitude|hummock|zenith|heyday|acme|protrusion|elevation|prominence|emersion|peak|climax|zenith|vertex|paroxysm",magaslat|csúcspont|kiemelkedés|tetőpont
9824,heighten,ˈhītn,verb,felemel,"lift up|raise|exalt|elevate|uplift|rise|climb|lift|go up|heave","emelkedik|magasra emel|magasít"
9825,heightened,,verb,fokozott,"lift up|raise|exalt|elevate|uplift|boost|rise|climb|lift|go up|heave|heighten|heighten|heighten","felemel|emelkedik|magasra emel|magasít"
9826,heinousness,,,utálatossága,,
9827,heir,e(ə)r,noun,örökös,inheritor|successor|heritor,
9828,heist,hīst,,rablás,,
9829,helical,"ˈhelikəl,ˈhē-",adjective,spirális,,"nappal összefüggő"
9830,helicopter,ˈheliˌkäptər,noun,helikopter,whirlybird|gyroplane,
9831,hell,hel,noun,pokol,inferno|pandemonium|Gehenna,
9832,hellacious,heˈlāSHəs,,hellacious,,
9833,"hell-bent on",,,"pokolba hajlott",,
9834,"hell-bent upon",,,"pokolba hajlott",,
9835,hellcat,ˈhelˌkat,noun,Hellcat,witch|sorceress|hag|hex|virago|hell-cat,boszorkány
9836,hell-for-leather,,,fene-for-bőr,,
9837,hellhole,ˈhelˌhōl,,koszfészekbe,,
9838,hellion,ˈhelyən,noun,ördögfióka,,
9839,hello,"heˈlō,həˈlō",interjection,Szia,Hello!|Hi!|Hello!|Hallo!|Hallo!|Hello!|Hullo!|Hello!|Hallo!|Cheerio!|Heigh!|Hello!,Helló!|Szia!|Halló!|Szervusz!|Hé!
9840,hell-raising,,,fene-növelő,,
9841,helm,helm,noun,sisak,"helmet|headpiece|casque|management|lead|driving|leadership|guidance|control|guidance|direction|administration|leadership|steering wheel|wheel",vezetés|kormányrúd|irányítás|kormánykerék
9842,helmsman,ˈhelmzmən,noun,kormányos,steersman|pilot|navigator|wheelman,
9843,helo,,,Helló,,
9844,help,help,verb,Segítség,assist|aid|relieve|succor|minister|aid|support|promote|assist|favor,segít|megsegít|támogat
9845,helper,ˈhelpər,noun,segítő,assistant|patron|protector,pártfogó
9846,helpful,ˈhelpfəl,adjective,hasznos,useful|effective|profitable|advantageous|salutary|willing|well-minded|whole-hearted|whole-souled,segítőkész|készséges
9847,"helping hand",,,"segítő kéz",,
9848,helpless,ˈhelplis,adjective,tehetetlen,powerless|impotent|incapable|nerveless|dud|abandoned|deserted|desolate|neglected|forlorn,gyámoltalan|elhagyatott
9849,helpmate,ˈhelpˌmāt,noun,segítőtárs,,
9850,helpmeet,,noun,élettárs,,
9851,helter-skelter,,,"hősök bontom",,
9852,helve,helv,noun,nyél,handle|shaft|haft|stele|hilt,
9853,hem,,,neki,,
9854,"hem in",,,neki,,
9855,hence,hens,conjunction,ennélfogva,"therefore|thus|that is why|that's why",ezért|innen
9856,henceforth,ˈhensˌfôrTH,adverb,ezentúl,hence|hereafter,"mától fogva"
9857,henceforward,,adverb,ezentúl,,ezután
9858,henpeck,ˈhenˌpek,noun,"papucs férj",,
9859,hep,,,minden,,
9860,"hepped up",,,felemelkedett,,
9861,herald,ˈherəld,noun,hírnök,messenger|missive|forerunner|ambassador|pursuivant,
9862,herbage,ˈ(h)ərbij,noun,füvezet,,
9863,herculean,,adjective,herkulesi,Herculean|difficult|heavy|hard|trying|cumbersome|grueling|powerful|huge|mighty|enormous|vast|giant,nehéz|hatalmas
9864,herd,hərd,noun,csorda,horde|flock|fold|drove,nyáj|ménes
9865,herder,ˈhərdər,,pásztor,,
9866,herdsman,ˈhərdzmən,noun,gulyás,goulash|stockrider|neat-herd,csordás|marhapásztor
9867,"here and now",,adverb,"itt és most","immediately|instantly|promptly|right away|at once",azonnal
9868,"here and there",,adverb,itt-ott,passim,
9869,hereafter,hi(ə)rˈaftər,adverb,jövőben,"in the future|henceforth|hence","ezentúl|ezen a környéken"
9870,hereditary,həˈrediˌterē,adjective,örökletes,,öröklött
9871,heresiarch,"həˈrēzēˌärk,ˈherəsē-",,heresiarch,,
9872,heresy,ˈherəsē,noun,eretnekség,,
9873,heretic,ˈherəˌtik,noun,eretnek,,
9874,heretical,həˈretikəl,adjective,eretnek,sectarian,
9875,heretofore,ˈhi(ə)rtəˌfôr,adverb,egykor,ever,
9876,heritable,ˈheritəbəl,adjective,öröklődő,,
9877,heritage,ˈheritij,noun,örökség,inheritance|legacy|heredity|heirdom|disinheritance|legacy|bequest,hagyaték|örökrész
9878,herky-jerky,"ˈhərkē ˌjərkē",,herky-szaggatott,,
9879,hermetic,hərˈmetik,adjective,hermetikus,mysterious|mystic|eerie|esoteric|hieroglyphic,légmentes|titokzatos
9880,hermetical,,,hermetikusan,,
9881,hermit,ˈhərmit,noun,remete,recluse|solitary|anchorite|eremite|anchor,
9882,hermitage,ˈhərmitij,noun,remetelak,anchorage,
9883,hero,ˈhi(ə)rō,noun,hős,protagonist,főhős|dalia
9884,"hero worship",,noun,"hős istentisztelet",hero-worship,hősimádat
9885,heroic,həˈrōik,adjective,hősies,doughty,hősi
9886,heroical,,,Hősi,,
9887,heroically,,,hősiesen,,
9888,heroism,ˈherōˌizəm,noun,hősiesség,doughtiness|courage|bravery|boldness|nerve|prowess|valor|gallantry|prowess|valiancy|valour,bátorság|vitézség
9889,hero-worship,,noun,hősimádat,,
9890,hesitance,,noun,habozás,hesitation|demur|hesitancy|hesitation|hesitancy|irresolution|humming|demur,bizonytalankodás|tétovázás
9891,hesitancy,ˈhezitənsē,noun,habozás,hesitation|hesitance|demur|hesitation|hesitance|irresolution|humming|demur|uncertainty|insecurity|vagueness|suspense|obscurity,tétovázás|bizonytalanság
9892,hesitant,ˈhezitənt,adjective,habozó,hesitating|hesitative|indefinite|indeterminate|indecisive|irresolute|indistinct,határozatlan
9893,hesitate,ˈheziˌtāt,verb,tétovázik,"demur|linger|be in two minds|waver|jib|vacillate|demur|hum and haw|fluctuate|wiggle-waggle|be disinclined",habozik|vonakodik
9894,hesitation,ˌheziˈtāSHən,noun,habozás,hesitance|demur|hesitancy|hesitancy|hesitance|irresolution|humming|demur|indecision|incertitude|infirmity|shilly-shally,tétovázás|határozatlanság
9895,"het up",,,fel,,
9896,heterodox,ˈhetərəˌdäks,adjective,tévhitű,,
9897,heterodoxy,,noun,tévhit,misbelief,
9898,heterogeneity,,,heterogenitás,,
9899,heterogeneous,ˌhetərəˈjēnēəs,adjective,heterogén,distinct|divergent|antipathetic|antipathetical,"másfajta|különböző nemű|elütő"
9900,heterogeneousness,,,heterogenitása,,
9901,hew,hyo͞o,verb,vág,cut|chop|section|hack|chip|carve|sculpture|sculpt|shave|grave,vagdal|farag
9902,"hew to",,,"hew to",,
9903,hex,heks,noun,hex,garbling|abuse|witch|sorceress|hag|virago|hell-cat|magic|spell|glamor|glamour,rontás|boszorkány|varázslat
9904,heyday,ˈhāˌdā,noun,csúcspont,"height|zenith|acme|high water",tetőfok
9905,hiatus,hīˈātəs,noun,kihagyás,omission|omittance|misfire|deficit|deficiency|lack|absence|shortage|gap|lacuna|backlash|yawn,hiány|hézag
9906,hiccough,,noun,csuklás,hiccup,
9907,hiccup,ˈhikəp,noun,csuklás,hiccough,
9908,hick,hik,adjective,mucsai,,falusi
9909,hickey,ˈhikē,,Hickey,,
9910,hidden,ˈhidn,adjective,rejtett,"latent|covert|occult|clandestine|potential|secret|confidential|clandestine|top secret|undercover|implied",titkos|burkolt
9911,hide,hīd,verb,elrejt,"hidden|conceal|hide away|disguise|vail|abscond|fuck|stick|spirit away|clear away|take away|cover up",eldug|elrejtőzik|dug|eltüntet
9912,hideaway,ˈhīdəˌwā,noun,rejtekhely,"hide-out|hiding place|hiding|cache|cover|hide-out|hiding place|nest|cubby hole|lair",búvóhely
9913,hidebound,ˈhīdˌbound,adjective,maradi,backward|behindhand|hide-bound|stick-in-the-mud|obstinate|wayward|restive|balky|pigheaded|perverse|stubborn|obstinate|obdurate|intractable|dogged|headstrong|hide-bound,"csökönyös|makacs|csont és bőr"
9914,hideosity,,,hideosity,,
9915,hideous,ˈhidēəs,adjective,förtelmes,hateful|odious|abominable|execrable|nauseous|ugly|nasty,undok|csúnya
9916,hideousness,,,hideousness,,
9917,hideout,ˈhīdˌout,noun,rejtekhely,"hide-out|hiding place|hideaway|hiding|cache|cover|hide-out|hiding place|nest|hideaway|cubby hole|lair",búvóhely
9918,hidey-hole,"ˈhīdē ˌhōl",,búvóhelynek,,
9919,hiding,ˈhīdiNG,noun,rejtőzik,"beating up|walloping|hide-out|hiding place|hideaway|cache|cover",elverés|rejtekhely
9920,hidy-hole,,,bar-lyukú,,
9921,hie,,,itt,,
9922,hierarchy,ˈhī(ə)ˌrärkē,noun,hierarchia,"pecking order|gradation","rangsor|szervezeti ranglétra"
9923,hierophant,ˈhī(ə)rəˌfant,,Hieropháns,,
9924,hifalutin,,,hifalutin,,
9925,higgledy-piggledy,"ˌhigəldē ˈpigəldē",adverb,összevissza,pell-mell,rendezetlenül
9926,high,hī,adjective,magas,tall|lofty|large|big|great|huge|grand|raised|principal|capital|chief|leading|ground,nagy|emelt|fő
9927,"high and dry",,,"magas és száraz",,
9928,"high and low",,noun,"magas és alacsony",,"nagyok és kicsinyek"
9929,"high ground",,noun,magaslat,height|eminence|hill|altitude|hummock,
9930,"high horse",,,"magas ló",,
9931,"high jinks","ˈhī ˌjiNGks",noun,szórakozás,entertainment|pastime|recreation|junket,
9932,"high noon",,adverb,"fényes nappal","broad daylight|in broad daylight",
9933,"high priest",,noun,főpap,prelate|pontiff,
9934,"high road",,noun,autópálya,highway|highroad|highway|highroad,országút|autóút
9935,"high roller",,,"magas henger",,
9936,high-and-mighty,,adjective,"nagy-és hatalmas","high and mighty|high and mighty","nagy és hatalmas|előkelő és hatalmas"
9937,highball,ˈhīˌbôl,noun,"whisky jeges szódával",,
9938,highborn,,adjective,előkelő,high-born|high-born,"nemesi családból való|előkelő születésű"
9939,highbred,ˈhīˌbred,adjective,highbred,pure-bred|thoroughbred|pedigree|high-bred|true-bred,fajtiszta
9940,highbrow,ˈhīˌbrou,noun,kultúrsznob,egghead,entellektüel
9941,highbrowed,,,highbrowed,,
9942,high-class,,,"magas színvonalú",,
9943,high-end,,,high-end,,
9944,higher,,adjective,magasabb,superior|topping,
9945,highest,,adjective,legmagasabb,high|tall|lofty|large|high|big|great|huge|grand|raised|high|principal|capital|chief|high|leading|ground,magas|nagy|emelt|fő
9946,highfalutin,ˌhīfəˈlo͞otn,,highfalutin,,
9947,highflier,ˈhīflīər,noun,highflier,high-flier,"magasan repülő"
9948,high-flown,,adjective,dagályos,effusive|bombastic|grandiloquent|flatulent|highfaluting,
9949,highflyer,,noun,"magasan repülő",high-flyer,"magasan szálló"
9950,high-handed,,adjective,fölényes,arbitrary|discretionary|absolutistic|violent|overbearing|fierce|randy|strong-arm|supercilious|upstage,önkényes|erőszakos
9951,high-hat,,verb,nagyképűsködik,,
9952,highjack,,,highjack,,
9953,highjacking,,noun,útonállás,hijacking,
9954,highland,ˈhīlənd,adjective,felvidéki,,
9955,highlight,ˈhīˌlīt,noun,Kiemel,draw-well,"fénypont|világos folt"
9956,highly,ˈhīlē,adverb,magasan,very|greatly|much|too|most|high,nagyon|roppant
9957,high-minded,,adjective,beképzelt,uppity|uppish|boastful|swell-headed,"emelkedett szellemű|lekezelő"
9958,high-mindedly,,,"nagy szórakozottan",,
9959,high-muck-a-muck,,,nagy-Muck-a-Muck,,
9960,high-muckety-muck,,,nagy-muckety-Muck,,
9961,high-pitched,,adjective,magas,sharp|live|keen|cutting|acute,éles
9962,high-pressure,,,"magas nyomású",,
9963,high-rolling,,,high-gördülő,,
9964,high-sounding,,adjective,hangos,loud|noisy|obstreperous,
9965,high-spirited,,adjective,nemeslelkű,generous|noble-minded|great-hearted|big-hearted,
9966,high-spiritedly,,,"nagy elszánt és",,
9967,high-strung,,adjective,ideges,nervous|edgy|jumpy|jittery|uptight,
9968,"hightail it",,,magasra,,
9969,high-ticket,,,nagy-jegy,,
9970,"high-water mark",,noun,"magas vízjel","high water mark",árvízszint
9971,highway,ˈhīˌwā,noun,országút,"highroad|highroad|main road|high street|trunk road|driveway|hard road",autóút|főútvonal|műút
9972,"highway robbery",,,"autópálya rablás",,
9973,hijack,ˈhīˌjak,verb,eltérít,"distract|divert|head off|angle|bias|rape|abduct|steal|raven",elrabol|megrabol
9974,hijacking,,noun,útonállás,,
9975,hijinks,,,hijinks,,
9976,hike,hīk,noun,túra,trip|wandering|trek|divagation,vándorlás|kóborlás
9977,hiker,,noun,természetjáró,tourist|tourist|sightseer|rambler|tripper|holiday-maker,turista
9978,hilarious,həˈle(ə)rēəs,adjective,vicces,cheerful|merry|joyful|playful|jolly|serene|jovial|cheery|genial|jocund,vidám|derűs
9979,hilariousness,,,hilariousness,,
9980,hilarity,həˈle(ə)ritē,noun,vidámság,"cheerfulness|gaiety|glee|frolic|merriment|cheerfulness|good humor|humor|exhilaration|fun",jókedv
9981,hill,hil,noun,hegy,"mountain|mount|point|hump|mount|how|height|high ground|eminence|altitude|hummock|heap",domb|magaslat|kupac
9982,hillbilly,ˈhilˌbilē,noun,mucsai,hill-billy,"hegyi lakó"
9983,himalayan,,adjective,himalájai,Himalayan,
9984,hind,hīnd,adjective,hátsó,back|backdoor|hinder|rear|posterior|rearward|aft,hátulsó
9985,hinder,"ˈhindər,ˈhīndər",verb,akadályozzák,prevent|restrain|prohibit|stymie|deny|prevent|inhibit|impede|encumber,megakadályoz|meggátol
9986,hindmost,ˈhīn(d)ˌmōst,adjective,leghátulsó,rearmost,
9987,hindrance,ˈhindrəns,noun,akadály,barrier|obstacle|obstruction|hurdle|impediment|obstruction,akadályozás|megakadályoz
9988,hinge,hinj,noun,zsanér,,sarokvas
9989,hint,hint,noun,célzás,allusion|aiming|aim|cue|inkling|reference|mention|cross-reference,utalás
9990,hinterland,ˈhintərˌland,noun,hátország,heartland,
9991,hip,hip,noun,csípő,,élszaru
9992,hipness,,,hipness,,
9993,hipsterism,,,hipsterism,,
9994,hire,hīr,verb,bérel,rent|use|apply|employ|administer|ply,alkalmaz|felfogad
9995,hireling,ˈhīrliNG,noun,bérenc,cat's-paw,
9996,hirsute,"hərˈso͞ot,ˈhi(ə)rˌso͞ot,ˈhərˌso͞ot",adjective,bozontos,shaggy|furry|hairy|bristly|ciliated,szőrös
9997,hiss,his,noun,sziszegés,hissing,pisszegés
9998,"hissy fit",,,"hissy illik",,
9999,historian,hiˈstôrēən,noun,történész,,
10000,historic,"-ˈstär-,hiˈstôrik",adjective,történelmi,,"sorsdöntő|történelmileg nevezetes"
10001,historical,"-ˈstär-,hiˈstôrikəl",adjective,történelmi,,történeti
10002,history,ˈhist(ə)rē,noun,történelem,story,történet|történettudomány
10003,histrionic,ˌhistrēˈänik,adjective,színpadi,scenic|scenical|theatrical,színházi
10004,hit,hit,noun,találat,cock-shy|blow|punch|beat|strike|percussion|success|impact,ütés|siker|becsapódás|eltalálás
10005,"hit on",,,rajtaüt,,
10006,"hit up",,,felütés,,
10007,"hit upon",,,megüt,,
10008,hitch,hiCH,noun,rántás,jerk|tug|yank|hoick|barrier|obstacle|obstruction|hurdle|impediment|difficulty|hardship|stress|inconvenience|crux,akadály|nehézség
10009,hitcher,ˈhiCHər,,Hitcher,,
10010,hitchhike,ˈhiCHˌhīk,verb,stoppol,"darn|thumb|thumb a lift","autóstoppal utazik"
10011,hitchhiker,,noun,autóstoppos,,
10012,hither,ˈhiT͟Hər,adverb,ide,here,erre
10013,hitherto,"ˈhiT͟Hərˌto͞o,ˌhiT͟Hərˈto͞o",adverb,eddig,"up to now",ezideig
10014,hit-or-miss,,adverb,vaktában,"at random|random|at a venture|at random",találomra
10015,hoagie,,,hoagie,,
10016,hoagy,,,Hoagy,,
10017,hoar,hôr,noun,dér,"hoarfrost|frost|white frost|rime",
10018,hoard,hôrd,verb,felhalmoz,"amass|clump|accumulate|pile up|heap up|pile up|accumulate|round up|assemble|hive",összegyűjt
10019,hoarfrost,"-ˌfräst,ˈhôrˌfrôst",noun,dér,"frost|hoar|white frost|rime","zúzmarás fagy"
10020,hoariness,,,öregség,,
10021,hoarse,hôrs,adjective,rekedt,husky|throaty|rough|harsh|scabrous|scraggy|scrapy,érdes
10022,hoary,ˈhôrē,adjective,deres,frosted|hoar|dun|gray|greyish|grey-headed|white-headed|grey,ősz
10023,hoax,hōks,noun,félrevezetés,misguidance|fallaciousness|invention,álhír
10024,hoaxer,hōksər,,csaló,,
10025,hob,häb,noun,főzőlap,peasant|boor|cottager|yokel|churl,paraszt
10026,hobble,ˈhäbəl,noun,béklyó,fetter|shackle|clog|fetterlock|limp|limping|lameness|barrier|obstacle|obstruction|hurdle|impediment,sántítás|akadály
10027,hobby,ˈhäbē,noun,hobbi,passion|mania|blood,"szenvedély|kedvenc időtöltés"
10028,hobbyhorse,ˈhäbēˌhôrs,noun,hobbyhorse,"hobby-horse|cock-horse|hobby-horse|rocking horse|hobby-horse",vesszőparipa|faló|hintaló
10029,hobbyist,ˈhäbēist,,amatőr,,
10030,hobgoblin,ˈhäbˌgäblən,noun,manó,elf|goblin|leprechaun|imp|brownie,
10031,hobnob,ˈhäbˌnäb,verb,iszik,"drink|booze|take a drink|boose|bib",cimborál|iddogál
10032,hobnobber,,,hobnobber,,
10033,hobo,ˈhōˌbō,noun,csavargó,bum|tramp|vagabond|vagrant|prowler,"vándorló munkás"
10034,hock,häk,noun,zálog,pledge|pawn|gage|borrow,"rajnai fehér bor|ló térdhajlása"
10035,hocus-pocus,"ˌhōkəs ˈpōkəs",verb,"hókusz pókusz",mislead|deceive|slam|hocus|cheat|juggle,becsap|bűvészkedik
10036,hodgepodge,ˈhäjˌpäj,noun,zagyvalék,jumble|mish-mash|gallimaufry,"kotyvalék|skót egytálétel"
10037,hog,"häg,hôg",noun,disznó,pig|swine|pig|swine,sertés
10038,"hog heaven",,,"hog ég",,
10039,hoggish,,adjective,önző,selfish|egoistic|assertive|egocentric|self-centered|voracious|piggy|ravenous|gourmand|piggish,falánk|disznószerű
10040,hogshead,"ˈhägz-,ˈhôgzˌhed",noun,"nagy hordó",,
10041,hog-tie,,,hog-tie,,
10042,hog-tied,,,hog-kötött,,
10043,hogwash,"ˈhägˌwäSH,ˈhôgˌwôSH",noun,hogwash,"swill|pigwash|draff|pig's wash|hog-wash",moslék
10044,ho-hum,ho-ham,,Be-mi,,
10045,"hoi polloi","choi polloí",,"sok célkitűzések",,
10046,hoick,hoik,noun,rántás,jerk|hitch|tug|yank,
10047,hoist,hoist,noun,emelő,jack|lifter|erector|windlass|capstan,csörlő
10048,hokey,ˈhōkē,,hokey,,
10049,hokeypokey,,,hokeypokey,,
10050,hokum,,,törvény,,
10051,hold,hōld,verb,tart,"keep|last|take|continue|sustain|hold back|hold in|keep in|retain|restrain|take|shall|catch|uphold|obstruct|trammel|prevent|hamper|impede|interfere|obstruct|wear|carry|bear|brake|apply the brakes|put on the brakes|break|put on the brake","visszatart|fog|feltart|gátol|akadályoz|hord|féken tart|fékez"
10052,"hold back",,verb,visszatartani,"hold in|keep in|retain|restrain|withhold|conceal|dissemble|intercept|contain|impede|delay|keep back","visszatart|eltitkol|feltartóztat|háttérben marad"
10053,"hold down",,verb,lefog,"pin down|overpower",
10054,"hold off on",,,"tartsd le",,
10055,"hold on",,verb,kitartás,"insist|persevere|keep on|last out","kitart|folytatja az útját|megkapaszkodik"
10056,"hold out",,verb,"tarts ki","promise|bid|allure|reach|roll out|put out|protrude|encourage|reassure",ígér|kecsegtet|kinyújt|biztat
10057,"hold over",,verb,halogat,"stall|procrastinate|play for time|be on the back burner","valami fölé tart"
10058,"hold up",,verb,várj,"prop up|buttress|aid|support|promote|assist|favor|show off|render",megtámaszt|támogat|felmutat
10059,holdback,ˈhōl(d)ˌbak,noun,visszatartani,let|hold-back,akadályoztatás
10060,holder,ˈhōldər,noun,tartó,case|bin|possessor|proprietor|keeper|occupant|handle|lever|knob|pull|arm,birtokos|fogantyú
10061,holding,ˈhōldiNG,noun,holding,possession|estate|property|domain|asset|grab|hold|observance|preservation|conservation|saving|sustention,birtok|megfogás|megtartás|megőrzés
10062,"holding pattern",,noun,"várakozási alakzat",,
10063,holdup,ˈhōldˌəp,noun,várj,hold-up|hold-up,"forgalmi akadály|fegyveres rablótámadás"
10064,hole,hōl,noun,lyuk,"cavity|vent|pit|leakage|chuck hole|cavity|hollow|sinus|cavern|cave|pit|pot hole",üreg|gödör
10065,"hole up",,,"lyuk felfelé",,
10066,hole-and-corner,,adjective,"hole-és sarok","secret|confidential|clandestine|top secret|undercover",titkos
10067,holiday,ˈhäliˌdā,noun,ünnep,feast|freedom|liberty|leave|vacation|independence,"szabadság|munkaszüneti nap|ellenőrzésből kimaradt sáv"
10068,holiness,ˈhōlēnis,noun,szentség,"sanctity|sacrament|sainthood|saintliness|the Sacrament",
10069,holler,ˈhälər,verb,ordít,roar|bellow|yell|shout|howl|shout|exclaim|hail,kiált
10070,hollo,,verb,ordít,roar|bellow|yell|shout|howl|bellow|bawl|squall|shout|holloa,üvölt
10071,hollow,ˈhälō,adjective,üreges,cored|concave|empty|blank|vacant|void|vacuous,üres|beesett
10072,holocaust,"ˈhäləˌkôst,ˈhōlə-",noun,Holocaust,,"tűzáldozat|égő áldozat"
10073,holy,ˈhōlē,adjective,szent,saint|saintly|pious|godly|guileless|saintly,jámbor
10074,"holy writ",,noun,szentírás,"scripture|Holy Writ|Bible",
10075,homage,ˈ(h)ämij,noun,hódolat,reverence|veneration|deference|obeisance,"mély tisztelet"
10076,hombre,,,férfi,,
10077,home,hōm,adverb,itthon,"at home|indoors",otthon
10078,"home stretch",,noun,célegyenesben,home-stretch,célegyenes
10079,homeboy,ˈhōmˌboi,,homeboy,,
10080,homeland,ˈhōmˌland,noun,Szülőföld,"home|motherland|country|native land|native land|motherland|native country|mother country",haza|szülőföld
10081,homely,ˈhōmlē,adjective,meghitt,intimate|familiar|snug|heart-to-heart|simple|easy|plain|primitive|modest,"egyszerű|jelentéktelen külsejű"
10082,homeric,,adjective,homéroszi,Homeric,
10083,homespun,ˈhōmˌspən,adjective,"házilag font",,
10084,homesteader,,noun,telepes,settler|planter,
10085,homey,ˈhōmē,adjective,otthonos,homelike|homy,
10086,homicidal,"ˌhäməˈsīdl,ˌhōmə-",adjective,gyilkos,murderous|cutthroat|mortal|slaughterous|internecine,
10087,homicide,"ˈhäməˌsīd,ˈhōmə-",noun,emberölés,manslaughter|murder|murder,gyilkosság
10088,homie,ˈhōmē,,haver,,
10089,homiletic,ˌhäməˈletik,,homiletikai,,
10090,homiletical,,,homiletical,,
10091,homily,ˈhäməlē,noun,szentbeszéd,sermon|predication,hitszónoklat
10092,"homo sapiens",,,"homo sapiens",,
10093,homogenize,həˈmäjəˌnīz,verb,egyneműsít,,homogenizál
10094,homologate,"hōˈmäləˌgāt,hə-",verb,megerősít,confirm|strengthen|reinforce|fortify|verify,
10095,hon,,,ő,,
10096,honcho,ˈhänCHō,,honcho,,
10097,hone,hōn,verb,fen,whet|strop|sharpen|sharpen,élesít
10098,honed,,verb,Hónolt,hone|whet|strop|sharpen|sharpen|hone,fen|élesít
10099,honest,ˈänist,adjective,becsületes,fair|trusty|trustworthy|straight|trustful|sincere|candid|frank|straightforward|open|open|overt|outright|frank|straight|moral|virtuous|ethical|modest|puritanical,őszinte|nyílt|erkölcsös
10100,"honest broker",,,"becsületes bróker",,
10101,honestly,ˈänistlē,adverb,őszintén,"sincerely|truly|heartily|outright|baldly|on the level|fairly|openly|outright|overtly|sincerely|flat",becsületesen|nyíltan
